x1,x2,Name,Date,Likes,Comment,view
,1-1,afp.confia,07/05/21 15:16:03,0,"@ivanzetino2016 Buen día. Para brindarte una asesoría más integral sobre tu caso, puedes llamar al 2267-7777, opción 0, si no también escribir por Whatsapp al mismo número. Recuerda que, para ser atendido por un Asesor, debes enviar la palabra “Ayuda” en dicha plataforma. Si lo prefieres, puedes escribirnos un mensaje privado en Facebook Messenger y solicitar ser atendido por un Asesor.",view comment
2,,edwinmartinez338,07/05/21 05:51:27,0,Necesito retirar mis ahorros me dan informacion,view comment
,2-1,afp.confia,07/05/21 15:15:45,0,"@edwinmartinez338 Buen día. Para brindarte una asesoría más integral sobre tu caso, puedes llamar al 2267-7777, opción 0, si no también escribir por Whatsapp al mismo número. Recuerda que, para ser atendido por un Asesor, debes enviar la palabra “Ayuda” en dicha plataforma. Si lo prefieres, puedes escribirnos un mensaje privado en Facebook Messenger y solicitar ser atendido por un Asesor.",view comment
1,,mary_nolasco60,05/05/21 21:27:47,0,Gracias,view comment
2,,salvadorportillo35,06/05/21 15:24:48,1,Pregunta si alguien está listo para iniciar su trámite de pensión en @afpcrecersv puede todavía cambiarse a @afpconfia ?,view comment
,2-1,afp.confia,06/05/21 19:50:05,0,"@salvadorportillo35 Buen día. Según la Ley del Sistema de Ahorro para Pensiones no hay ningún impedimento para poder realizar el traspaso; sin embargo, advertimos que dicho proceso demorará mucho más el inicio de tu trámite de retiro debido a la vigencia del traspaso. Para recibir una mejor asesoría, te invitamos a llamar al 2267-7777, opción 0.",view comment
,2-2,salvadorportillo35,13/05/21 17:48:22,0,@afp.confia ok llamaré,view comment
,2-3,salvadorportillo35,13/05/21 17:48:52,0,@afpcrecersv ya les respondí,view comment
1,,marthaliliamquijada,06/05/21 17:23:42,0,Quiero inscribirme para teatro poma 13 de mayo 2021,view comment
,1-1,afp.confia,06/05/21 17:35:26,0,@marthaliliamquijada Con gusto. Envíanos un mensaje directo para poder propocionarte en link de registro.,view comment
2,,veronica.quijada.940,06/05/21 21:59:53,0,Quiero inscribirme para el teatro Luis Poma,view comment
,2-1,afp.confia,06/05/21 22:05:07,0,@veronica.quijada.940 Con gusto. Envíanos un mensaje directo para poder propocionarte en link de registro.,view comment
,2-2,crissthamaya,08/05/21 03:56:23,0,@afp.confia hola como hago para poder verla,view comment
,2-3,afp.confia,08/05/21 14:27:33,0,@crissthamaya Con gusto. Envíanos un mensaje directo para poder propocionarte en link de registro.,view comment
3,,osorio2440,07/05/21 11:22:28,0,El cabernicola también sería bueno 👍,view comment
,3-1,afp.confia,07/05/21 14:37:42,0,"@osorio2440 en el 2021, venimos con muchas sopresas y buenas obras de teatro. Te invitamos a estar pendientes de nuestras redes sociales ;)",view comment
4,,veronica.quijada.940,07/05/21 19:13:53,0,"Buenos días, perdón, cuál es el costo del boleto?",view comment
,4-1,afp.confia,07/05/21 19:29:17,0,@veronica.quijada.940 es gratuito para todos nuestros afiliados y pensionados 😃,view comment
5,,ana.barrera0403,12/05/21 18:37:29,0,Interesante si llegará a San Miguel.,view comment
,5-1,afp.confia,12/05/21 18:49:58,0,@ana.barrera0403 es en línea ;) Puedes verlo desde tu casa. Envíanos un mensaje directo para poder enviarte el link y puedas registrarte.,view comment
1,,tathyalvarenga,08/05/21 11:19:20,0,"Mi esposo cumple un año de haber fallecido el otro mes y han sido incapaces de resolver mi situación, tengo dos hijos y deudas cque oagar y cada vez que me hacen ""LA FAMOSA LLAMADA"" falta algo, lonultimo fie que la asesora a la que envíe mi información ""nibla recibió"" para lueho dsrse cuenta que nobse habia fijadp que ahi estaba",view comment
,1-1,tathyalvarenga,08/05/21 18:28:51,0,@afp.confia ahora mismo envio todas las pruebas de mis palabras u espero que se haga algo al respecto no puedo seguir en esta situación,view comment
,1-2,andrea_elisa_arce,09/05/21 22:52:43,1,"@afp.confia señores me parece indignante la forma tan “mecánica” con la que contestan, mínimo el protocolo que alguien les indicio, pero señores mayor empatía y más solución, aquí no interesan las condolencias, no interesa sus procesos, no es necesario la evidencia de los correos, no que hay demostrar, lo que interesa es resolver, más acción y menos palabras",view comment
,1-3,tathyalvarenga,10/05/21 03:07:17,1,"@andrea_elisa_arce muchas gracias, me hacen ver como responsable o como si estuviera mintiendo, es el peor momento de mi vida y respinden de esta manera es indignante.",view comment
1,,ramossilviaester,13/05/21 03:15:20,0,Yo lo que quiero es un anticipo por favor,view comment
,1-1,afp.confia,13/05/21 15:12:32,2,"@ramossilviaester Buen día. Con respecto al trámite de anticipo de saldo, debes cumplir los requisitos que exige este año la Ley SAP de El Salvador: -	No debes estar pensionado/a -	Tener registradas al menos 10 años de cotizaciones continuas o discontinuas -	Cumplir la edad requerida en 2021: mujeres, 45 años o más y hombres, 50 años o más) Si cumples con todos los requisitos anteriores, puedes iniciar hoy mismo tu trámite en línea sin necesidad de visitar una agencia, ingresando al siguiente enlace: https://www.mianticipoconfia.com",view comment
1,,mi_voquita,18/05/21 18:07:57,0,Como puedo descargar mi estado de cuenta,view comment
,1-1,afp.confia,18/05/21 19:08:05,0,"@mi_voquita Buen día. Solicita tu estado de cuenta escribiéndonos a Whatsapp (+503 2267-7777) o mandando un mensaje a nuestro Facebook Messenger, y lo recibirás automáticamente en tu correo electrónico. Tessa, nuestra asistente virtual, te guiará en el proceso. Si aún no has registrado tu correo electrónico, por motivos de seguridad debes hacerlo llamando al 2267-7777, opción 0.",view comment
1,,anahernandez3739,20/05/21 20:48:07,1,La pesadilla más grande de mi vida solo son pretexto para no dar algo q es mio y sus magestuosas citas de 2 a 3 meses salen que incompetencia más grandeee,view comment
1,,ayaladejovel,04/02/21 00:42:52,0,😂😂Nesesito  sita,view comment
,1-1,afp.confia,04/02/21 16:39:41,1,@ayaladejovel Con gusto. Debes programar tu cita desde www.confia.com.sv o llamando al 2267-7777.,view comment
1,,rigolopez141,06/02/21 17:23:19,0,👍,view comment
2,,carlos_alvarenga15,08/02/21 02:57:07,0,Buenas noches mi nonbre es carlos Alvarenga y tengo mas de 15 dias de pedir un estado de cuenta y pues no medan informasion y ninguna respuesta de nada,view comment
,2-1,afp.confia,08/02/21 15:36:45,0,"@carlos_alvarenga15 Buen día, Carlos. ¿Tú correo electrónico ya lo tienes registrado en nuestra base de datos? Sin eso no es posible hacerte llegar la información.",view comment
1,,waltergomezpalacios,10/02/21 10:07:42,0,Ok,view comment
2,,waltergomezpalacios,10/02/21 10:09:20,0,Cuanto se paga en el consulado por la certificación de los documentos y su envío,view comment
,2-1,afp.confia,10/02/21 15:12:56,0,"@waltergomezpalacios Buen día. Para ampliar dicha información, te recomendamos contactar directamente a tu consulado ya que no poseemos dicha información. Ingresa en portalcitas.rree.gob.sv para conocer más detalles.",view comment
3,,waltergomezpalacios,10/02/21 21:14:07,0,Ok,view comment
4,,rahd079,11/02/21 14:07:57,0,"Que tiempo dura el proceso, ya que llevo desde el 01 de diciembre de 2020 y no me an devuelto mi dinero, para la cual según el asesor de confia en la resolución firmada decis que el 29 de enero de 2020 sería el deposito y hasta el día de hoy nada",view comment
1,,javierayala33,22/02/21 19:34:42,0,Buenas mi pregunta es hay aumento de cuota  o es la misma cuota grasiad espero su respuesta favorable,view comment
2,,arroz.9artiga,22/02/21 20:32:56,0,Pues a mi madre siempre le toca en Julio el control de sobrevivencia y pues no se si ya se puede ir al banco buen día bendiciones,view comment
3,,claudia195241,22/02/21 21:15:43,0,Gracias 🙏,view comment
4,,cardona_noemy,22/02/21 21:35:46,0,Gracias bendiciones,view comment
5,,cecy7571,22/02/21 22:25:30,0,Buenas quiero saber porque no depositaron el aumento de la pensión mínima en el pago de pensión,view comment
,5-1,afp.confia,22/02/21 22:33:14,2,"@cecy7571 El complemento a la pensión mínima será abonado hasta mañana, la fecha de pago programada en el calendario 2021, cuando el Ministerio de Hacienda haga la transferencia de fondos respectiva. Saludos.",view comment
,5-2,cecy7571,22/02/21 22:40:27,1,@afp.confia gracias por su valiosa informacion,view comment
6,,oscargarcia1593,22/02/21 23:38:18,0,Quiero una cita con ustedes,view comment
,6-1,afp.confia,22/02/21 23:50:44,0,"@oscargarcia1593 Buen día. Las agencias que se encuentran brindando atención de forma presencial por medio de citas son: Central (por El Salvador del Mundo), Soyapango, Sonsonate, Santa Ana y San Miguel.  Debes ingresar a http://bit.ly/citasafpconfia o llamar al 2267-7777 para programar tu cita, ya sea en agencia o por medio de videollamada.",view comment
7,,mariagomez5855,23/02/21 01:18:37,0,Quiero cita,view comment
8,,fanyalfredo,23/02/21 02:05:49,0,Gracias por la información muy Importante👏👏,view comment
9,,karlavanessa96,23/02/21 02:06:01,0,Buenas noches será que las personas que están por sobrevivencia les saldrá el aumento mínimo gracias 👏,view comment
,9-1,juarez09nolose,26/02/21 03:06:05,0,@karlavanessa96 nunca responden. Nose entiende aquienes ba a beneficiar😔,view comment
10,,davidmena55,23/02/21 05:20:36,0,Soyapangoonesta funcionado la agencia presencial la que etsa frente a wendys me dijeron que ya no funcina domde esgan ubicados,view comment
11,,mauricioedagardo,23/02/21 10:00:06,0,Mil gracias.,view comment
12,,will_lopez73,23/02/21 20:38:32,0,"Muy buenas tardes quisiera saber si va a salir el aumento de la pensión,ya que en el depósito salió lo de la pensión anterior de antemano gracias.",view comment
,12-1,afp.confia,23/02/21 20:40:36,0,"@will_lopez73 El complemento a la pensión mínima será abonado hasta hoy, la fecha de pago programada en el calendario 2021, cuando el Ministerio de Hacienda haga la transferencia de fondos respectiva. Saludos.",view comment
13,,eduardomolina876,23/02/21 20:58:32,0,"Cuál es la causa, o el motivo de venir el aumento en otra fecha, o sea que viene en 2 pagos.  Porque no viene en un sólo pago? { AFP --> Confía }",view comment
,13-1,afp.confia,23/02/21 21:03:29,0,"@eduardomolina876  El complemento a la pensión mínima será abonado hasta hoy, la fecha de pago programada en el calendario 2021, cuando el Ministerio de Hacienda haga la transferencia de fondos respectiva. Saludos.",view comment
14,,eduardomolina876,23/02/21 20:59:54,0,(Hablo de la Pensión Mínima.),view comment
15,,martaeu02,24/02/21 00:05:22,0,Cuando va estar disponible el aumento a la cuota de pencion,view comment
,15-1,afp.confia,24/02/21 00:34:57,0,"@martaeu02 Buen día. Sí, los complementos a la pensión mínima del mes de febrero ya fueron depositados en su totalidad.",view comment
16,,liliandelcarmenurrutia,24/02/21 00:41:20,0,Muchas gracias! 👍,view comment
17,,martaeu02,24/02/21 17:23:05,0,Ayer fui a la agecia bancaria y solo estava disponible el pago de la pencion de siempre pero no estava el aumento,view comment
1,,luzde.m.flores,24/02/21 00:09:34,2,Gracias . Hoy recordaba el paseo lleno de arte de 2019.,view comment
,1-1,afp.confia,24/02/21 01:02:43,0,@luzde.m.flores Esperamos nos puedas acompañar el jueves 😍,view comment
2,,luzde.m.flores,24/02/21 02:09:53,1,😍,view comment
3,,marthaliliamquijada,24/02/21 15:02:30,0,Yo quiero participar gracias.,view comment
,3-1,afp.confia,24/02/21 15:04:31,1,"@marthaliliamquijada con gusto, envíanos un mensaje privado y te enviaremos el link de registro 😉",view comment
4,,tcmorales,26/02/21 12:44:51,0,❤️😮😮,view comment
,4-1,afp.confia,26/02/21 23:25:25,0,@tcmorales <3,view comment
1,,lirio38_lemus,05/03/21 00:16:36,0,Sorry ... ni le ayudan a uno con el anticipo 😢,view comment
1,,rosymarroquin09,17/03/21 00:04:35,0,De qué trata?,view comment
2,,jessyf_10,17/03/21 01:58:30,0,De que trata,view comment
3,,delmygaldamez,20/03/21 01:31:22,0,Info,view comment
4,,carmen_rodriguez178,20/03/21 09:59:10,0,Información por favor.,view comment
5,,elizabethfloressanta,20/03/21 15:35:55,0,Buen dia pueden darme informacion?,view comment
1,,cecy7571,24/03/21 03:50:25,1,Cuando van a pagar marzo 2021,view comment
2,,magaly_perez_dlc,24/03/21 04:31:00,0,"Como puedo sacar de nuevo mi tarjeta es que me la robaron, y de ser así cual es el costo?",view comment
,2-1,afp.confia,24/03/21 17:06:09,1,"@magaly_perez_dlc Buen día. Puedes descargar tu carné Confía desde nuestra plataforma #Confía Virtual. Ingresa a nuestro sitio web www.confia.com.sv con tu usuario y constraseña. Si todavía no tienes correo electrónico registrado, debes llamar al 2267-7777, opción 0.",view comment
,2-2,afp.confia,24/03/21 17:06:41,1,"@magaly_perez_dlc También puedes solicitar tu carné Confía en cualquiera de nuestras agencias: Central, Soyapango, Sonsonate, Santa Ana o San Miguel. El trámite es gratuito.",view comment
3,,wilberantony.359,24/03/21 16:45:58,0,"Buen día, ¿Cuando van a pagar este mes de Marzo ?",view comment
,3-1,afp.confia,24/03/21 17:03:06,1,"@wilberantony.359 Buen día. Según el calendario de pagos 2021, se tiene programado que todos los abonos de pensión estén mañana 25 de marzo. En nuestras redes sociales notificaremos cuando se hayan realizado.",view comment
4,,marlene.deramirez,25/03/21 05:41:55,0,Como puedo hacer una  cita?,view comment
,4-1,afp.confia,25/03/21 15:30:59,0,@marlene.deramirez Buen día. ¿Qué trámite necesitas realizar?,view comment
1,,ml2816713,24/05/21 00:57:17,1,Como,view comment
,1-1,afp.confia,24/05/21 02:33:39,2,@ml2816713 Puedes buscarnos en Spotify como AFP Confía y disfrutar todas las playlists que hemos preparado para ti. Son horas de música para todos los gustos.,view comment
1,,rigolopez141,07/02/21 22:59:38,0,👍10,view comment
1,,videsanamarta,13/02/21 01:13:31,1,"Excelente servicio, gracias",view comment
2,,elizabethcastro7445,13/02/21 13:31:59,1,Nunca dan respuesta,view comment
1,,or53876,15/03/21 23:54:53,1,😮,view comment
1,,annpaty1,03/03/21 21:35:02,0,?,view comment
1,,marialuisaacostafigueroa,09/03/21 18:02:35,0,Que días atienden para solicitar adelanto de jubilación,view comment
,1-1,afp.confia,16/03/21 16:01:06,0,"@marialuisaacostafigueroa Te invitamos a recibir asesoría solicitando una cita mediante videollamada, ya que dichos trámites puedes iniciarlo en línea. Ingresa a 💻 www.confia.com.sv o llámanos al 📞 2267-7777",view comment
2,,oscargarcia1593,10/03/21 02:06:43,0,A mi deben mi devolución de saldo del año pasado.,view comment
,2-1,afp.confia,16/03/21 16:01:45,0,"Buen día. Para brindarte una asesoría más integral sobre tu caso, puedes llamar al 2267-7777, opción 0, si no también escribir por Whatsapp al mismo número (wa.me/50322677777) Recuerda que, para ser atendido por un Asesor, debes enviar la palabra “Ayuda” en dicha plataforma. Si lo prefieres, puedes escribirnos un mensaje privado en Facebook Messenger y solicitar ser atendido por un Asesor.@oscargarcia1593",view comment
1,,anaedith52,10/03/21 20:19:17,1,❤️,view comment
2,,esponleyla,10/03/21 23:56:26,0,Cuánto se está una solicitud de saldo para recidencia en el extrangero,view comment
1,,cecilia.roque.58,21/03/21 18:52:49,0,😮,view comment
1,,enriquera3,26/03/21 20:30:09,0,Espectacular ¡¡¡¡¡¡,view comment
1,,patytejada87,24/05/21 23:55:29,1,Muchas gracias por informar.,view comment
1,,irwinfernandofranco,02/02/21 03:17:17,0,De q se trata 5plus,view comment
,1-1,domenico.aventura,02/02/21 05:03:47,0,"@irwinfernandofranco es una cuenta de ahorro voluntario creada para alcanzar tu meta de ahorro y lograr lo que más quieres, estudios, viajes, compra de casa, compra de carro, incluso para complementar tu monto de pension al retirarte etc. Esta cuenta te brinda muchos beneficios incluida una excelente rentabilidad...",view comment
2,,channel_alvarez1,02/02/21 12:31:33,0,Asi es podria brindarme información,view comment
3,,mirianarmidasintigohernande,02/02/21 12:48:34,0,todos hoy en día eso queremos pero sin un banco o otras prestaciones no se podrá porque tw piden asta lo que aun no tienes,view comment
4,,or53876,16/03/21 00:00:11,1,De qué sé trata 5plus,view comment
5,,normaven2017,04/04/21 02:45:11,0,Quisiera informacion si la afp se puede hacer un prestamo,view comment
1,,roxxiel,14/02/21 05:51:14,0,"Cuáles son los requisitos para inscribirse como persona natural, teniendo dos empleados? Ya estamos inscritos en el ISSS.",view comment
,1-1,afp.confia,15/02/21 15:20:27,0,"@roxxiel Buenos días. Puedes encontrar toda la información, y descargar los formularios de registro en nuestro sitio web. Puedes ingresar en https://www.confia.com.sv/web/guest/empresas",view comment
,1-2,afp.confia,15/02/21 15:21:37,0,"@roxxiel puedes escribirnos un mensaje directo para que podamos enviarte el link correspondiente, ya que en los comentarios de Instagram no redireccionan los links.",view comment
2,,roxxiel,15/02/21 15:27:50,0,Ok,view comment
3,,zuleyma5819y,16/03/21 03:23:09,0,Que tengo que hacer para cita virtual con un reprecentante,view comment
1,,pichurrito_mh,10/03/21 17:52:52,0,He mandado un correo a servicio al cliente la semana pasada y sigo esperando respuesta. Sobre un poder. Gracias,view comment
1,,vanegas.reyna1997,14/03/21 21:07:10,0,Y la UNICAES?,view comment
2,,vanegas.reyna1997,14/03/21 21:07:44,0,Y  cual es el beneficio?,view comment
1,,ceronjdavid,25/03/21 03:17:29,1,👏👏👏👏,view comment
2,,patytejada87,25/03/21 13:50:06,1,Muchas gracias. ¡,view comment
1,,catelo59,04/04/21 10:16:43,0,Cual es el numero del whatsap?,view comment
,1-1,afp.confia,05/04/21 21:43:39,0,@catelo59 Buen día. Puedes escribirnos por Whatsapp al 2267-7777 (solo mensajes de texto). También puedes hacerlo haciendo clic en el enlace wa.me/50322677777,view comment
1,,rigolopez141,18/02/21 03:26:40,0,👍,view comment
2,,cecy7571,18/02/21 16:17:58,0,Buenas como cuando van a pagar la pensión de febrero,view comment
,2-1,afp.confia,18/02/21 16:27:06,0,"@cecy7571 Buen día. A principios de año publicamos en nuestras redes sociales el calendario de pagos de pensión 2021 autorizado. Te comentamos que el pago está programado para el 23/feb. Si nos envías un DM, con gusto te compartimos el link de la publicación del calendairo para que la archives. Saludos.",view comment
,2-2,cecy7571,18/02/21 17:00:55,0,@afp.confia gracias por la información,view comment
3,,cecy7571,18/02/21 17:02:09,0,Preguntaba porque habeces se que pagan antes de la fecha saludos,view comment
,3-1,afp.confia,18/02/21 17:10:44,0,"@cecy7571 algunos pagos se empiezan a realizar desde antes para garantizar que en la fecha indicada, todos los pensionados tengan su abono realizado ;)",view comment
,3-2,cecy7571,18/02/21 19:17:43,1,@afp.confia bueno gracias por su valiosa información lo tendré presente Bendiciones,view comment
,3-3,rafaele.dominguez,18/02/21 20:01:03,1,@afp.confia 👏👏👏,view comment
1,,mary_nolasco60,11/03/21 22:21:54,0,"Buenas tardes,  quiero saber hasta qué horas atiende en línea",view comment
,1-1,afp.confia,11/03/21 23:14:30,1,"@mary_nolasco60 Buen día. Con gusto. Nuestros horarios de atención son: de lunes a viernes de 8:00 a.m. a 5:00 p.m., y sábados hasta las 12:00 m.d.",view comment
,1-2,mary_nolasco60,12/03/21 01:09:10,0,@afp.confia muchas gracias,view comment
1,,esmeraldaluzalma,12/03/21 21:14:28,1,Hay alguna edad para hacer ese trámite????,view comment
,1-1,afp.confia,16/03/21 15:59:22,0,"@esmeraldaluzalma No, la edad no ha sido definida como requisito. Te invitamos a visitar nuestro sitio web www.confia.com.sv para conocer los requisitos de ley.",view comment
1,,cecy7571,21/05/21 15:45:23,0,Buenas cuándo pagarán el mes de mayo 2021,view comment
,1-1,afp.confia,21/05/21 15:49:13,0,"@cecy7571 Buen día. Según el calendario de pagos 2021, tenemos hasta el 25 de mayo para hacer los pagos. Te invitamos a estar pendiente de nuestras redes sociales para saber cuando se hayan realizado los abonos de este mes. Saludos.",view comment
2,,cecy7571,21/05/21 15:46:05,0,Pregunto xq siempre saben pagar antes de la fecha gracias,view comment
,2-1,afp.confia,21/05/21 15:49:07,0,"@cecy7571 Buen día. Según el calendario de pagos 2021, tenemos hasta el 25 de mayo para hacer los pagos. Te invitamos a estar pendiente de nuestras redes sociales para saber cuando se hayan realizado los abonos de este mes. Saludos.",view comment
3,,carlosvega654,21/05/21 20:03:06,1,👏👏👏👏,view comment
4,,catelo59,22/05/21 11:22:49,0,Y si uno está en otro país lo puede hacer de forma virtual siempre?,view comment
,4-1,afp.confia,22/05/21 13:41:34,0,"@catelo59 Sí, puedes realizarlo desde cualquier parte del mundo y seguir paso a paso las instrucciones.",view comment
1,,oscargarcia1593,09/02/21 00:58:26,0,Estimada AFP Recuerden el pago de pensiones,view comment
,1-1,afp.confia,09/02/21 15:46:41,0,@oscargarcia1593 te recordamos que en enero compartimos el calendario de pagos de pensión 2021. Con gusto te compartimos nuevamente el enlace de la publicación. Ingresa aquí https://www.instagram.com/p/CJw1rrjnxpr/,view comment
1,,arknoah1959,26/05/21 17:28:15,1,❤️ Gracias !!!!!,view comment
1,,eimi555ej,23/03/21 16:31:22,0,Cuando van a depositar la cuota de mes de marzo por favor puede avisar,view comment
,1-1,afp.confia,23/03/21 16:34:28,0,"@eimi555ej Buen día. Según el calendario de pagos 2021, se tiene programado que todos los abonos de pensión estén realizados el próximo 25 de marzo. Envíanos un mensaje directo para que podamos enviarte la imagen del calendario de pagos 2021.",view comment
,1-2,nelsonelyjimenezbarrera,24/03/21 01:12:38,0,@afp.confia me pueden mandar el calendario por favorito r,view comment
,1-3,cecy7571,24/03/21 03:52:30,0,@afp.confia todo es todo también el aumento de la pensión mínima y pago de pensión??????........,view comment
2,,montemoria12,24/03/21 16:29:25,0,Ya sabemos que el pago de la pensión de este mes está programado el 25 de marzo ahora lo raro es que siempre pagan la pensión 2 o 3 días antes y hoy porque no han pagado,view comment
