"text.X.U.FEFF.Comment","text.text_tokens","text.V3","emotion","polarity"
"ALGUIEN ME PUEDE DECIR O EXPLICAR PORQUE RAZÓN EN MI BOLETA DE PAGO ME APARECE  AJUSTE AFP Y ME HAN COBRADO.   $ 10.88 MAS DE LO HABITUAL ????????????????",NA,"alguien me poder decir o explicar porque razón en mi boleta de pagar me aparecer ajustar afp y me haber cobrar . $ 10.88 mas de el habitual ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?","unknown","positive"
"Necesito el historial laboral No me puedo registrar en la página web da error, he escrito en Messenger, WhatsApp, Gmail, llené formulario de contacto de la página y NO TENGO RESPUESTA ALGUNA ",NA,"necesitar el historial laboral no me poder registrar en el página web dar error , haber escribir en messenger , whatsapp , gmail , llenar formulario de contactar de el página y no tener respuesta alguno","unknown","negative"
"Quiero imformacion de 5 plus",NA,"querer imformacion de 5 plus","unknown","positive"
"Por q no contestan el numero fijo",NA,"por q no contestar el numerar fijar","unknown","negative"
"Por favor necesito una cita. ",NA,"por favor necesitar unir citar .","joy","positive"
"Quisiera que me ayuden a programar una cita ya que la otra vez no pude ingresar. ",NA,"querer que me ayudar a programar unir citar ya que el otro vez no poder ingresar .","unknown","negative"
"Gracias ",NA,"gracia","unknown","positive"
"Que oportunidades hay con el dinero al cumplir los 60 años",NA,"que oportunidad haber con el dinero al cumplir el 60 año","joy","positive"
"Buenas tardes yo ya hice todo lp que me dijero para obtener mis ahorros y no me responden aún y eso fue.como.en septiembre",NA,"bueno tardar yo ya hacer todo lp que me dijero parar obtener mi ahorro y no me responder aun y ese fue.como.en septiembre","surprise","negative"
"ola buenas noches para el hombre de cuantos años puede retirar el veinticinco de la pension ",NA,"ola bueno noche parar el hombre de cuanto año poder retirar el veinticinco de el pension","unknown","positive"
"Pregunta  si alguien  ya recibió el 25% de sus cotizaciones  ya no puede optar por  otra parte  del dinero",NA,"preguntar si alguien ya recibir el 25 % de su cotización ya no poder optar por otro partir del dinero","unknown","negative"
"AFP CONFIA quiero saber si puedo aplicar para el 25 tengo 50 años tengo.18 años de cotizar ",NA,"afp confia querer saber si poder aplicar parar el 25 tener 50 año tener . 18 año de cotizar","unknown","positive"
"Buen día, su sitio web no me permite registrarme. Me gustaría retirar el 25% de mi AFP, como hago?",NA,"bueno día , su sitiar web no me permitir registrarme . me gustar retirar el 25 % de mi afp , comer hacer ?","unknown","negative"
"Porque no atienden, he ido a las oficinas, he escrito en wassap, he llamado y escrito en su sitio web y para nada, ni siquiera contestan. Necesito una constancia de pension para el ISSS.  Cuando fuí a las oficinas me dijerón que solo podía hacerlo por cita, pero no tengo respuesta de ninguna manera. ",NA,"porque no atender , haber ir a el oficina , haber escribir en wassap , haber llamar y escribir en su sitiar web y parar nadar , ni siquiera contestar . necesitar unir constancia de pension parar el isss . cuando fuí a el oficina me dijerón que solo poder hacerlo por citar , pero no tener respuesta de ninguno manera .","unknown","negative"
"buenos días necesito pedir mi estado de cuenta de los últimos 6 meses y la agencia sonsonate esta cerreda",NA,"bueno día necesitar pedir mi estar de contar de el último 6 mes y el agenciar sonsonate este cerreda","unknown","positive"
"AFP CONFIA buenas tardes mando mis datos y me dice que mi nuemero de Dui no corresponde a cuenta y a mi me descuentan por aquí ",NA,"afp confia bueno tardar mandar mi dato y me decir que mi nuemero de dui no corresponder a contar y a mi me descontar por aquí","unknown","negative"
"Buenas quisiera saber si estoy afiliada a AFP confía",NA,"bueno querer saber si estar afiliado a afp confiar","unknown","positive"
"AFP CONFIA si desde ayer he estado llamando lo mismo ise en Whatssap pero me dejaron en espera ",NA,"afp confia si desde ayer haber estar llamar el mismo ise en whatssap pero me dejar en esperar","joy","positive"
"Ya hice una cita para ir a sacar la tarjeta por q eso es lo que me urge y me dieron la opción de sacar una copia virtual de mi carnet pero no me aparse como usuario",NA,"ya hacer unir citar parar ir a sacar el tarjeta por q ese ser el que me urgir y me dar el opción de sacar unir copiar virtual de mi carnet pero no me aparse comer usuario","unknown","negative"
"Aquí es donde tengo el problema",NA,"aquí ser donde tener el problema","unknown","positive"
"Buenas tardes intento entrar al link que ustedes ponen pero dise error y necesito sacar una cita",NA,"bueno tardar intentar entrar al link que vosotros poner pero dise error y necesitar sacar unir citar","unknown","negative"
"Hola buenos días nesesito agendar una cita para un anticipo o un préstamo",NA,"hola bueno día nesesito agendar unir citar parar uno anticipar o uno préstamo","unknown","positive"
"Alguien me puede decir,,ó explicar sobre el pago de beneficiario,ya que no tengo el calendario de este año",NA,"alguien me poder decir , , ó explicar sobrar el pagar de beneficiario , ya que no tener el calendario de este año","unknown","negative"
"AFP CONFIA g",NA,"afp confia gramo","unknown","positive"
"Como puedo comunicarme con atención al cliente para pider actualizar mi correo electrónico y poder pedir estado de cuenta online",NA,"comer poder comunicarme con atención al cliente parar pider actualizar mi correar electrónico y poder pedir estar de contar online","unknown","positive"
"Hola buena mi pregunta es cuando puedo empezar a tramitar mi pension ya que. En agosto de 2021 cumplo 60 de antemano le agradesco su respuesta",NA,"hola bueno mi preguntar ser cuando poder empezar a tramitar mi pension ya que . en agostar de 2021 cumplir 60 de antemano le agradesco su respuesta","joy","positive"
"Necesito el estado de cuenta de mi AFP  como hago",NA,"necesitar el estar de contar de mi afp comer hacer","unknown","positive"
"Buenos días,  consultarles yo envié correo sobre mi anticipo el día miércoles de la semana pasada, con toda la documentación que ustedes requieren, cuál? es el tiempo de respuesta de esta gestión?  Agradeceré su respuesta",NA,"bueno día , consultarles yo enviar correar sobrar mi anticipar el día miércoles de el semana pasar , con todo el documentación que vosotros requerir , cuál ? ser el tiempo de respuesta de este gestión ? agradecer su respuesta","unknown","positive"
"Buenas  tardes... las fechas de este año de pago de pension me lo podrían proporcionar?",NA,"bueno tardar . . . el fecha de este año de pagar de pension me el poder proporcionar ?","unknown","positive"
"Necesito  que me contestem unas dudas y pues mopuedo comunicarme por teléfono pq nunca lo atienden a uno  y por WhatsApp hace una semana  escribí  y nada ",NA,"necesitar que me contestem unir duda y pues mopuedo comunicarme por teléfono pq nunca el atender a unir y por whatsapp hacer unir semana escribir y nadar","unknown","positive"
"Necesito enviar mis datos del anticipo y me dice que ya se enviaron datos similares!! Que singnifica eso??? Y como los puedo enviar??",NA,"necesitar enviar mi dato del anticipar y me decir que ya se enviar dato similar ! ! que singnifica ese ? ? ? y comer el poder enviar ? ?","unknown","positive"
"Una pregunta para que si yo ya no trabaje en ningún lado pero me descontaron y al tener la edad de 55 años no puedo retirar el dinero que tengo ahorrado",NA,"unir preguntar parar que si yo ya no trabajar en ninguno lado pero me descontar y al tener el edad de 55 año no poder retirar el dinero que tener ahorrar","unknown","negative"
"Muchas gracias Dios los bendiga <U+0001F64F>",NA,"mucho gracia dios el bendecir <U+0001F64F>","unknown","positive"
"AFP CONFIA gracias!buenas noches <U+0001F642>",NA,"afp confia gracia ! bueno noche <U+0001F642>","unknown","positive"
"Muchas gracias por la información, bendiciones",NA,"mucho gracia por el información , bendición","unknown","positive"
"Mi papá recibe 209 dolares tambien aplica para el incremento de pension minima?",NA,"mi papá recibir 209 dolar tambien aplicar parar el incrementar de pension minima ?","unknown","positive"
"Muchas gracias",NA,"mucho gracia","unknown","positive"
"Gracias",NA,"gracia","unknown","positive"
"Gracias muy amables y la fecha de control cuando será, se mantiene o cambia",NA,"gracia muy amable y el fechar de control cuando ser , se mantener o cambiar","fear","positive"
"Muchas gracias bendiciones",NA,"mucho gracia bendición","unknown","positive"
"Se les agradece mucho  por la información",NA,"se les agradecer mucho por el información","unknown","positive"
"Muchas gracias ! Feliz Año!",NA,"mucho gracia ! feliz año !","unknown","positive"
"Muchas gracias",NA,"mucho gracia","unknown","positive"
"Gracias muy amables. Que Dios los bendiga.",NA,"gracia muy amable . que dios el bendecir .","fear","positive"
"Ami me toca firmar en mayo necesito saber  como voy hacer",NA,"ami me tocar firmar en mayar necesitar saber comer ir hacer","unknown","positive"
"Gracias!",NA,"gracia !","unknown","positive"
"Muchas gracias por el calendario de pago de pensiones.  Gracias AFP CONFIA",NA,"mucho gracia por el calendario de pagar de pensión . gracia afp confia","unknown","positive"
"Gracias por la información.",NA,"gracia por el información .","unknown","positive"
"Muchas gracias por informacion",NA,"mucho gracia por informacion","unknown","positive"
"Buena información",NA,"bueno información","unknown","positive"
"HOLA. NOS PODRIAN COMPARTIR DE FAVOR CALENDARIO DE FECHAS DE PAGOS 2021 PARA EMPLEADORES?",NA,"hola . no podrian compartir de favor calendario de fecha de pago 2021 parar empleador ?","joy","negative"
"Muchas gracias bendiciones",NA,"mucho gracia bendición","unknown","positive"
"Gracias",NA,"gracia","unknown","positive"
"Muchas gracias bendiciones",NA,"mucho gracia bendición","unknown","positive"
"Gracias por su información afp confía",NA,"gracia por su información afp confiar","unknown","positive"
"Eso sí está bien, gracias",NA,"ese sí estar bien , gracia","joy","positive"
"Hola  ami metoca firmar en estemes kepuedo aser  yales escrivi en guasax ynocontestan",NA,"hola ami metoca firmar en estemes kepuedo aser yales escrivi en guasax ynocontestan","unknown","positive"
"si muchas gracias  yo estoy en espera",NA,"si mucho gracia yo estar en esperar","joy","positive"
"Amén",NA,"amén","unknown","positive"
"Gracias<U+0001F44D><U+0001F44D><U+0001F44D>",NA,"gracia <U+0001F44D> <U+0001F44D> <U+0001F44D>","unknown","positive"
"Muchas gracias.  Bendiciones",NA,"mucho gracia . bendición","unknown","positive"
"Muchas gracias por la información",NA,"mucho gracia por el información","unknown","positive"
"Yo necesito mi estado se cuenta y sale que mis datos no hay registros",NA,"yo necesitar mi estar se contar y salar que mi dato no haber registro","unknown","negative"
"Muchas gracias por su atención feliz día <U+2615><U+0001F369>",NA,"mucho gracia por su atención feliz día <U+2615> <U+0001F369>","unknown","positive"
"Cesar Paiz",NA,"cesar paiz","unknown","positive"
"exselente.muybuenoGrasias",NA,"exselente.muybuenograsias","unknown","positive"
"Gracias",NA,"gracia","unknown","positive"
"Yo quiero sacar mi anticipo de saldo 25% ",NA,"yo querer sacar mi anticipar de saldar 25 %","unknown","positive"
"Muchas gracias bendiciones",NA,"mucho gracia bendición","unknown","positive"
"Gracias por el calendario de pagos les agradezco",NA,"gracia por el calendario de pago les agradecer","unknown","positive"
"Grasias",NA,"grasias","unknown","positive"
"Esta misma fecha asen los pagos por Sobrevivencia",NA,"este mismo fechar asar el pago por sobrevivencia","unknown","positive"
"Pero a mi no me aparese el pago",NA,"pero a mi no me aparese el pagar","unknown","negative"
"Gracias",NA,"gracia","unknown","positive"
"Yo cotice con confia ya tengo mas de 50 años y quisiera retir mi dinero como ago",NA,"yo cotizar con confia ya tener mas de 50 año y querer retir mi dinero comer ago","unknown","positive"
"Buenas tardes, que día van a depositar la pensión del mes de Enero ",NA,"bueno tardar , que día ir a depositar el pensión del mes de enero","unknown","positive"
"Alguien me puede decir si ya depositaron",NA,"alguien me poder decir si ya depositar","unknown","positive"
"Ya hicieron el deposito de este mes pero no pagaron el nuevo decreto por nuestro presidente",NA,"ya hacer el depositar de este mes pero no pagar el nuevo decretar por nuestro presidente","unknown","negative"
"AFP CONFIA gracias",NA,"afp confia gracia","unknown","positive"
"AFP CONFIA ya abonaron el complemento de Enero de la pensión mínima?",NA,"afp confia ya abonar el complementar de enero de el pensión mínimo ?","unknown","positive"
"Una consulta, y los pensionados de las AFP, les aumentarán también la pensión?",NA,"unir consultar , y el pensionado de el afp , les aumentar también el pensión ?","unknown","positive"
"Genialísimo ",NA,"genialísimo","unknown","positive"
"Señores de confía ustedes no han hecho el incremento ala pensión mínima y ya salió que el presidente lo firmó",NA,"señor de confiar vosotros no haber hacer el incrementar ala pensión mínimo y ya salir que el presidente el firmar","unknown","negative"
"Cuánto tiempo debo esperar para que hagan el primer depósito de mi jubilación , ya estando en regla toda la información y los documentos requeridos, además de verificados confirmados por la AFP",NA,"cuánto tiempo deber esperar parar que hacer el 1 depósito de mi jubilación , ya estar en reglar todo el información y el documento requerir , además de verificar confirmar por el afp","joy","positive"
"Ya tenemos un mes calendario que nos pagaron, y sería injusto esperar otros tres días más.",NA,"ya tener uno mes calendario que no pagar , y ser injusto esperar otro tres día más .","joy","negative"
"Ok",NA,"ok","unknown","positive"
"Buenos días deseo saber mi estado de cuenta del último año y será posible por este medio",NA,"bueno día desear saber mi estar de contar del último año y ser posible por este mediar","unknown","positive"
"AFP CONFIA muchas gracias por la información ",NA,"afp confia mucho gracia por el información","unknown","positive"
"Buenas tardes quisiera saber si el aumento aplica para las personas que son beneficiarias por ejemplo mi mamá al morir mi papá le quedó de 230 más o menos ",NA,"bueno tardar querer saber si el aumentar aplicar parar el persona que ser beneficiario por ejemplo mi mamá al morir mi papá le quedar de 230 más o menos","unknown","positive"
"Francisco Adan Gamez ",NA,"francisco adir gamez","unknown","positive"
"Afp confia tengo una duda por que no he recibido el incremento de la pension aún feliz tarde",NA,"afp confia tener unir dudar por que no haber recibir el incrementar de el pension aun feliz tardar","unknown","neutral"
"mi nombre es Nefer Ricardo Avelar. quiero comentar que unos meses atrás me acerque a las oficinas de afp confía san n Miguel  para iniciar mis tramites de retiro ya que tengo el tiempo y la edad y la ejecutiva mando mi información a inpep  quiero saber como va mi proceso en inpep.",NA,"mi nombrar ser nefer ricardo avelar . querer comentar que uno mes atrás me acercar a el oficina de afp confiar santo n miguel parar iniciar mi tramitar de retirar ya que tener el tiempo y el edad y el ejecutivo mandar mi información a inpep querer saber comer ir mi procesar en inpep .","unknown","positive"
"Quisiera saber si depositaran antes de la fecha así como hacían el Año pasado",NA,"querer saber si depositar antes de el fechar asir comer hacer el año pasar","unknown","positive"
"AFP CONFIA muchas gracias ",NA,"afp confia mucho gracia","unknown","positive"
"No adelantaran el pago ",NA,"no adelantar el pagar","unknown","negative"
"Ya depositaron el pago de enero? Gracias",NA,"ya depositar el pagar de enero ? gracia","unknown","positive"
"Hola Buenas No puedo retirar mi pencion y ya hice mi control de supervivencia por medio de messenger",NA,"hola bueno no poder retirar mi pencion y ya hacer mi control de supervivencia por mediar de messenger","unknown","negative"
"ED Chevez el mes pasado lo hice por medio de whatsapp",NA,"ed chevez el mes pasar el hacer por mediar de whatsapp","unknown","positive"
"Buenos dias a que horas se podra cobrar la pension",NA,"bueno dias a que hora se pudrir cobrar el pension","unknown","positive"
"AFP CONFIA muchas gracias por ser tan amables que Dios les bendiga.",NA,"afp confia mucho gracia por ser tan amable que dios les bendecir .","joy","positive"
"Bueno dias a que hora se podra cobrar la pension",NA,"bueno dias a que hora se pudrir cobrar el pension","unknown","positive"
"A mi papá no le han abonado nada, y le toca firmar hasta en Abril, quiero saber el motivo porfavor",NA,"a mi papá no le haber abonar nadar , y le tocar firmar hasta en abril , querer saber el motivar porfavor","unknown","negative"
"Quiero saber cuándo van a depositar",NA,"querer saber cuándo ir a depositar","unknown","positive"
"No sé porque no me parece ya consulte y nada",NA,"no saber porque no me parecer ya consultar y nadar","unknown","negative"
"Porque no han depositado en mi cuenta?",NA,"porque no haber depositar en mi contar ?","unknown","negative"
"Buenas tardes que debe hcer mi papa para firmar convivencia puesto que no le han despoitado su pension...ayudenme porfavor he escritoal whatsapp y no atienden me pueden ayudar de los agradecere",NA,"bueno tardar que deber hcer mi papar parar firmar convivencia poner que no le haber despoitado su pension . . . ayudenme porfavor haber escritoal whatsapp y no atender me poder ayudar de el agradecere","unknown","negative"
"Buenas tardes  amigo papá le tocaba firmar en diciembre pero se yamo Al AFP pero  aún no le ande positado y   se yama Julián barrera ycomo puedo saber la fecha  de cuando le toca firmar por favor",NA,"bueno tardar amigar papá le tocar firmar en diciembre pero se yamo al afp pero aun no le andar positado y se yama julián barrera ycomo poder saber el fechar de cuando le tocar firmar por favor","joy","negative"
"Buenos días quiciera saber xq no aparece el Depósito de Enero 2021",NA,"bueno día quiciera saber xq no aparecer el depósito de enero 2021","unknown","negative"
"Buenos dias quiero saber a los cuantos años voy areglar papeles para q me sigan dando la pension yo tengo el segundo dictamen de invalidez y despues m dijeron q de vejez a los 55 años",NA,"bueno dias querer saber a el cuanto año ir areglar papel parar q me seguir dar el pension yo tener el 2 dictamen de invalidez y despues metro decir q de vejez a el 55 año","unknown","positive"
"De nada sirve si a mi esposo no lr han depositado desde el 23 de febrero y lr dijeron que hoy y hoy al llamar dicen que hasta el 11 total .......mientras el Sr no puede comprar sus medicamentos y sus compras del mes.",NA,"de nadar servir si a mi esposar no lr haber depositar desde el 23 de febrero y lr decir que hoy y hoy al llamar decir que hasta el 11 total . . . . . . . mientras el sr no poder comprar su medicamento y su compra del mes .","unknown","negative"
"Donde lo veo?",NA,"donde el ver ?","unknown","positive"
"Ya Depositaron La Pencion  De Mes De  Abril",NA,"ya depositar el pencion de mes de abril","unknown","positive"
"AFP CONFIA  Gracias",NA,"afp confia gracia","unknown","positive"
"Buenas noches quisiera hacer una pregunta igual a mi papá no le ha parece el depósito de la pensión de este mes quisiera saber porque ",NA,"bueno noche querer hacer unir preguntar igual a mi papá no le haber parecer el depósito de el pensión de este mes querer saber porque","unknown","negative"
"Estoy llamando i no contestan quiero cita i no puedo como hago díganme",NA,"estar llamar i no contestar querer citar i no poder comer hacer díganme","unknown","negative"
"Buenas tardes si yo hice y registre una cita, la cual no es por videollamada, debo presentarme presencialmente a la oficina de mi elección en este caso Agencia central, debo presentarme presencialmente el día y la hora en que programe la cita?",NA,"bueno tardar si yo hacer y registrar unir citar , el cual no ser por videollamada , deber presentarme presencialmente a el oficina de mi elección en este casar agenciar central , deber presentarme presencialmente el día y el hora en que programar el citar ?","unknown","negative"
"ok muchísimas gracias",NA,"ok muchísimas gracia","unknown","positive"
"Mi nombre es Ignacio Lopez Guardado soy pensionado por vejez y me estoy reportando que estoy con vida",NA,"mi nombrar ser ignacio lopez guardar ser pensionar por vejez y me estar reportar que estar con vida","unknown","positive"
"Muy buenas tardes nececito información cómo puedo hacer para retirar el 25 por ciento q van a dar soy una persona de 45 años de edad",NA,"muy bueno tardar nececito información cómo poder hacer parar retirar el 25 por ciento q ir a dar ser unir personar de 45 año de edad","fear","positive"
"Ok yo tan,bien quiero tramitar el adelanto",NA,"ok yo tan , bien querer tramitar el adelantar","joy","positive"
"Yo quiero un estado de cuenta como puedo aser",NA,"yo querer uno estar de contar comer poder aser","unknown","positive"
"como puedo ser para octener un estado de.cuenta",NA,"comer poder ser parar octener uno estar de.cuenta","unknown","positive"
"Buenas tardes para solicitar un estado de cuenta como se puede hacer",NA,"bueno tardar parar solicitar uno estar de contar comer se poder hacer","unknown","positive"
"Muchas gracias feliz tarde",NA,"mucho gracia feliz tardar","unknown","positive"
"Como le ago para sacar cita",NA,"comer le ago parar sacar citar","unknown","positive"
"nesecito saber mi nup",NA,"nesecito saber mi nup","unknown","positive"
"Porque sera que a mi no me responden lo que deseo saber",NA,"porque sera que a mi no me responder el que desear saber","unknown","negative"
"Elena Samayoa DelCid al wasap escribiles",NA,"elena samayoa delcid al wasap escribiles","unknown","positive"
"Dinora Delcid si pero solo tessa responde",NA,"dinora delcid si pero solo tessa responder","unknown","positive"
"Porque no acepta mi.numero de DUI cómo el documento registrado???Tengo mi tarjeta pero no me da acceso para entrar y solicitar mi estado de cuenta???",NA,"porque no aceptar mi.numero de dui cómo el documentar registrar ? ? ? tener mi tarjeta pero no me dar acceso parar entrar y solicitar mi estar de contar ? ? ?","unknown","negative"
"Quiero afiliarme Al AFP Cómo puedo hacer??",NA,"querer afiliarme al afp cómo poder hacer ? ?","unknown","positive"
"Hola m papá quiere retirar 25 porsiento q  van a dar  ya ma papá tiene 67 años",NA,"hola metro papá querer retirar 25 porsiento q ir a dar ya ma papá tener 67 año","unknown","positive"
"Realice por este medio mi control hasta el último paso...pero no me confirmaron si todo esta bien",NA,"realizar por este mediar mi control hasta el último pasar . . . pero no me confirmar si todo este bien","joy","positive"
"Hola quiero está do de cuenta",NA,"hola querer estar do de contar","unknown","positive"
"Hola a mi papa le toca q ir a firmar como puede hacer para ir",NA,"hola a mi papar le tocar q ir a firmar comer poder hacer parar ir","unknown","positive"
"Normita Ramírez no sé si le funciona o está en otra AFP",NA,"normita ramírez no saber si le funcionar o estar en otro afp","unknown","negative"
"Ya no me mandaron mí estado de cuenta de la afp",NA,"ya no me mandar mí estar de contar de el afp","unknown","negative"
"El papá de mis hijos ace un año fayesio y quiciera saber yo si él rretio los a orros o el tiempo de estar cotisando",NA,"el papá de mi hijo ace uno año fayesio y quiciera saber yo si él rretio el a orros o el tiempo de estar cotisando","unknown","positive"
"El control de sobrevivencia  para menores de edad es lo mismo o el proceso es diferente ?",NA,"el control de sobrevivencia parar menor de edad ser el mismo o el procesar ser diferente ?","unknown","positive"
"Buenos días me pueden mandar mi estado de cuenta",NA,"bueno día me poder mandar mi estar de contar","unknown","positive"
"Hola , quiero mi estado de cuenta ",NA,"hola , querer mi estar de contar","unknown","positive"
"Buen dia yo necesito hacer el tramite de la tajeta actual ya que me asaltaron y necesito sacar la de nuevo no se si me podrian ayudar en este tramite",NA,"bueno dia yo necesitar hacer el tramitar de el tajeta actual ya que me asaltar y necesitar sacar el de nuevo no se si me podrian ayudar en este tramitar","unknown","negative"
"Me gustaría saber si está abiert la agencia de Metrocentro sonsonate ????",NA,"me gustar saber si estar abiert el agenciar de metrocentro sonsonate ? ? ? ?","unknown","positive"
"Okey",NA,"okey","unknown","positive"
"Hola una consulta como puedo hacer para ver mi estado de ahorros",NA,"hola unir consultar comer poder hacer parar ver mi estar de ahorro","unknown","positive"
"Ok muchas gracias",NA,"ok mucho gracia","unknown","positive"
"Soy. Javier. Estrada. Y. Quiero. Saber cuanto. He cotizado",NA,"ser . javier . estrada . y . querer . saber cuanto . haber cotizar","unknown","positive"
"María Eugenia Felix ",NA,"maría eugenia felix","unknown","positive"
"Buenas tarde a mi cliente se le va a cumplir el año de pensión de sobreviviente de viudez ... uds me dijeron q tendría q mandar una carta de sobrevivencia por medio del consolado más sercano  el problema está q ese consulado está cerrado por la pandemia que hay q hacer entonces pregunto .... gracias",NA,"bueno tardar a mi cliente se le ir a cumplir el año de pensión de sobreviviente de viudez . . . uds me decir q tener q mandar unir carta de sobrevivencia por mediar del consolar más sercano el problema estar q ese consulado estar cerrar por el pandemia que haber q hacer entonces preguntar . . . . gracia","joy","positive"
"Maria Elena Menjivar Lara.hable para la firma de sobrevivencia me dijeron que me ivan a llamar y no la recibi",NA,"maria elena menjivar lara.hable parar el firmar de sobrevivencia me decir que me ivan a llamar y no el recibi","unknown","negative"
"Este tramite de sobrevivencia en linea puede hacerse desde otro país o sólo aplica para las personas que están en El Salvador?",NA,"este tramitar de sobrevivencia en linear poder hacerse desde otro país o sólo aplicar parar el persona que estar en el salvador ?","unknown","positive"
"Muchas gracias",NA,"mucho gracia","unknown","positive"
"Hola soi leonor nesecito  retirar de mi cuenta un 25  porciento como puedo haser ayudeme y tengo 54 de y trabajo en el minsal 23 años de trabajo",NA,"hola soi leonor nesecito retirar de mi contar uno 25 porciento comer poder haser ayudeme y tener 54 de y trabajar en el minsal 23 año de trabajar","unknown","positive"
"Q fecha darán pensión en Enero",NA,"q fechar dar pensión en enero","unknown","positive"
"Sera q hoy van a depositar AFP CONFIA",NA,"sera q hoy ir a depositar afp confia","unknown","positive"
"AFP confía metro sonsonate está cerrada adónde puedo acudir",NA,"afp confiar metro sonsonate estar cerrar adónde poder acudir","unknown","positive"
"Hola saludos por favor que es lo q necesito para poder poner como beneficiaria a mí señora",NA,"hola saludo por favor que ser el q necesitar parar poder poner comer beneficiario a mí señor","joy","positive"
"Buenas tardesQuisiera saber como puedo hacer para cambiar la persona beneficiaria  que puse cuando me afilie ya que en ese entonces era soltera y hoy ya tengo un hijo.??",NA,"bueno tardesquisiera saber comer poder hacer parar cambiar el personar beneficiario que poner cuando me afiliar ya que en ese entonces erar soltero y hoy ya tener uno hijo . ? ?","unknown","positive"
"Hola quiero un estado de cuenta",NA,"hola querer uno estar de contar","unknown","positive"
"Mi esposo puede retirar el 25 por ciento cumple 50 años en septiembre",NA,"mi esposar poder retirar el 25 por ciento cumplir 50 año en septiembre","joy","positive"
"Elpago.paracuando.de.pencion",NA,"elpago.paracuando.de.pencion","unknown","positive"
"Buenas noches disculpen podría retirar mis ahorros yo ya no cotizo y no trabajo tengo 58 años",NA,"bueno noche disculpar poder retirar mi ahorro yo ya no cotizar y no trabajar tener 58 año","unknown","negative"
"En caso de una menor como puedo realizar el control de sobreviviencia",NA,"en casar de unir menor comer poder realizar el control de sobreviviencia","unknown","positive"
"Hola yo el 15 de octubre empecé el trámite de mi pensión ya me enviaron por correo el traspaso y después de eso cuanto tiempo tengo q3 esperar para que me den mi pensión",NA,"hola yo el 15 de octubre empezar el trámite de mi pensión ya me enviar por correar el traspasar y después de ese cuanto tiempo tener q3 esperar parar que me dar mi pensión","joy","positive"
"Necsito saber porque no le depositaron el mes de diciembre ami hijo",NA,"necsito saber porque no le depositar el mes de diciembre ami hijo","unknown","negative"
"Hola buenos días crees que me regala mi estado de cuenta",NA,"hola bueno día crear que me regalar mi estar de contar","unknown","positive"
"La comprobación de sobrevivensia es solo para las personas que están pensionados verdad?",NA,"el comprobación de sobrevivensia ser solo parar el persona que estar pensionado verdad ?","joy","positive"
"Hola mi papá tiene 48 años quiero saber si aplica para retirar el 25/00 me contesta porfa",NA,"hola mi papá tener 48 año querer saber si aplicar parar retirar el 25 / 00 me contestar porfa","unknown","positive"
"Hola mi mama quiere retirar el 25% de anticipo que puede hacer????? Ella tiene 49 años y 17 años de cotizacion",NA,"hola mi mamar querer retirar el 25 % de anticipar que poder hacer ? ? ? ? ? él tener 49 año y 17 año de cotizacion","unknown","positive"
"Contr de sobrevivencia como pa que?Igual el que esta vivo sigue cotizando no?",NA,"contr de sobrevivencia comer pa que ? igual el que este vivir seguir cotizar no ?","unknown","negative"
"Tengo un problema mi nombre y mi número de Dui no aparecen registrados",NA,"tener uno problema mi nombrar y mi número de dui no aparecer registrar","unknown","negative"
"AFP CONFIA gracias",NA,"afp confia gracia","unknown","positive"
"Hola buenos días necesito información de una cotizate de AFP tiene 20 años de cotizar ",NA,"hola bueno día necesitar información de unir cotizate de afp tener 20 año de cotizar","unknown","positive"
"Para poder adquirir la tarjeta que nesecito aser la perdi h me urge adquirla",NA,"parar poder adquirir el tarjeta que nesecito aser el perdi hora me urgir adquirla","unknown","positive"
"Tengi 51 años como puedo hacer de retirar el 25%",NA,"tengi 51 año comer poder hacer de retirar el 25 %","unknown","positive"
"Quiero saber mi estado de cuenta",NA,"querer saber mi estar de contar","unknown","positive"
"Hola buenas noches yo puedo retirar el 25 por ciento ya tengo mis 45 años y tengo más de 16 años de trabajar pero sigo trabajando",NA,"hola bueno noche yo poder retirar el 25 por ciento ya tener mi 45 año y tener más de 16 año de trabajar pero seguir trabajar","unknown","positive"
"AFP CONFIA Hola buenas tardes que tengo que hacer para que me den 25 por ciento",NA,"afp confia hola bueno tardar que tener que hacer parar que me dar 25 por ciento","unknown","positive"
"El numero para hablar con un asesor por favor",NA,"el numerar parar hablar con uno asesor por favor","joy","positive"
"quiero saver cuanto tengo en mi cuesta de ahorro",NA,"querer saver cuanto tener en mi costar de ahorrar","unknown","positive"
"Nunca dan respuesta y sale que no tengo cuenta se lo robaron a qué?",NA,"nunca dar respuesta y salar que no tener contar se el robar a qué ?","unknown","negative"
"AFP CONFIA no pueden hacerlo por otro medio y porque publican que podemos consultar al numero de WhatsApp? Es una estáfa o solo quieren robar información?",NA,"afp confia no poder hacerlo por otro mediar y porque publicar que podar consultar al numerar de whatsapp ? ser unir estáfa o solo querer robar información ?","unknown","negative"
